name,iso639-3,family-tree
Piratapuyo,pir,"Tucanoan,Eastern,North,Guanano"
Pennsylvania German,pdc,"Indo-European,Germanic,West Germanic,Elbe Germanic,High German,Central German,West Central German,Rhine Franconian,Palatine German,Pennsylvania Dutch"
Pokomo,pkb,"Niger–Congo,?,Atlantic–Congo,Volta-Congo,Benue–Congo,Bantoid,Southern Bantoid,Bantu,Northeast Bantu,Northeast Coast Bantu,Sabaki,Pokomo"
San Marcos Tlacoyalco Popoloca,pls,"Oto-Manguean,Popolocan,Chocho–Popoloca,Popoloca,Northern Popoloca"
Pijin,pis,"English Creole,Pacific,Melanesian Pidgin,Pijin"
Pilagá,plg,"Guaicuruan,Southern,Pilagá"
Plautdietsch,pdt,"Indo-European,Germanic,West Germanic,North Sea Germanic,German,[2],Low German,Northern Low German,Low Prussian,?,Plautdietsch"
Palikúr,plu,"Arawakan,Northern,Palikuran,Palikúr"
Western Penan,pne,"Austronesian,Malayo-Polynesian,North Bornean,North Sarawakan,Kenyah,?,Nibong"
San Juan Atzingo Popoloca,poe,"Oto-Manguean,Popolocan,Chocho–Popoloca,Popoloca,Southern Popoloca"
Poqomchi',poh,"Mayan,Quichean–Mamean,Greater Quichean,Poqom,Poqomchiʼ"
Brooke's Point Palawano,plw,"Austronesian,Malayo-Polynesian,Philippine,Greater Central Philippine,Palawanic,Palawano"
Paama,pma,"Austronesian,Malayo-Polynesian,Oceanic,Southern Oceanic,Central Vanuatu,Paama–Ambrym,Paamese"
Plateau Malagasy,plt,"Austronesian,Malayo-Polynesian,Barito,East Barito,Malagasy"
Pamona,pmf,"Austronesian,Malayo-Polynesian,Celebic,Kaili–Pamona,Northern,Pamona"
Highland Popoluca,poi,"Mixe–Zoquean,Zoquean,Gulf Zoquean,Sierra Popoluca"
Pohnpeian,pon,"Austronesian,Malayo-Polynesian,Oceanic,Micronesian,Nuclear Micronesian,Chuukic–Pohnpeic,Pohnpeic,Pohnpeian"
Polish,pol,"Indo-European,Balto-Slavic,Slavic,West Slavic,Lechitic,Polish"
Uma,ppk,"Austronesian,Malayo-Polynesian,Celebic,Kaili–Pamona,Southern,Uma"
Potawatomi,pot,"Algic,Algonquian,Ojibwe–Potawatomi,Potawatomi"
Folopa,ppo,"Papuan Gulf,?,Tua River,Teberan,Folopa"
Portuguese,por,"Indo-European,Italic,Romance,Western Romance,Ibero-Romance,West Iberian,Portuguese"
Pogolo,poy,"Niger–Congo,?,Atlantic–Congo,Benue–Congo,Bantoid,Bantu,Kilombero,Pogolo"
Paicî,pri,"Austronesian,Malayo-Polynesian,Oceanic,Southern Oceanic,New Caledonian – Loyalties,New Caledonian,Northern New Caledonian,Central Northern,Paicî"
Paranan,prf,"Austronesian,Malayo-Polynesian,Philippine,Northern Luzon,Northeastern Luzon,Paranan"
Parauk,prk,"Austroasiatic,Khasi–Palaungic,Palaungic,Waic,Wa"
Central Malay,pse,"Austronesian,Malayo-Polynesian,(disputed),Malayic,South Barisan Malay"
Dari,prs,"Indo-European,Indo-Iranian,Iranian,Western Iranian,Southwestern Iranian,Persian,Dari"
Huallaga Huánuco Quechua,qub,"Quechua,Central,(Quechua I),Huánuco Quechua,Huallaga Quechua"
Bambam,ptu,"Austronesian,Malayo-Polynesian,South Sulawesi,Northern,Pitu Ulunna Salu,Bambam"
Pwo Northern Karen,pww,"Sino-Tibetan,(,Tibeto-Burman,),Karen languages,Pwo,Northern Pwo"
Gapapaiwa,pwg,"Austronesian,Malayo-Polynesian,Oceanic,Western,Papuan Tip,Kilivila –,Nuclear Papuan Tip,Are–Taupota,Are,Gapapaiwa"
Western Highland Purepecha,pua,"Language isolate,or an independent,language family"
Patep,ptp,"Austronesian,Malayo-Polynesian,Oceanic,Western Oceanic,North New Guinea,?,Ngero–Vitiaz,?,Huon Gulf,South Huon Gulf,Hote–Buang,Buang,Mumeng"
K'iche',quc,"Mayan,Eastern (Quichean–Mamean),Greater Quichean,Quichean,Quiché–Achi,Kʼicheʼ"
North Bolivian Quechua,qul,"Quechuan,Quechua II,Southern Quechua,North Bolivian Quechua"
Chimborazo Highland Quichua,qug,"Quechuan,Quechua II,Northern,Kichwa"
Southern Pastaza Quechua,qup,"Quechuan,Quechua II,Northern,Kichwa"
Tena Lowland Quichua,quw,"Quechuan,Quechua II,Northern,Kichwa"
South Bolivian Quechua,quh,"Quechuan,Quechua II,Southern Quechua,South Bolivian Quechua"
Lambayeque Quechua,quf,"Quechua,Quechua II,North Peruvian,Lambayeque Quechua"
Cajamarca Quechua,qvc,"Quechua,Quechua II,North Peruvian,Cajamarca Quechua"
Ayacucho Quechua,quy,"Quechuan,Quechua II,Southern Quechua,Ayacucho Quechua"
Eastern Apurímac Quechua,qve,"Quechuan,Quechua II,Southern Quechua,Cuzco Quechua"
Cusco Quechua,quz,"Quechuan,Quechua II,Southern Quechua,Cuzco Quechua"
Imbabura Highland Quichua,qvi,"Quechuan,Quechua II,Northern,Kichwa"
Huamalíes-Dos de Mayo Huánuco Quechua,qvh,"Quechua,Quechua I,Central,Ancash Quechua"
Margos-Yarowilca-Lauricocha Quechua,qvm,"Quechua,Central,(Quechua I),Alto Pativilca–Alto Marañón–Alto Huallaga Quechua"
North Junín Quechua,qvn,"Quechua,Central,(Quechua I),Yaru Quechua"
Northern Pastaza Quichua,qvz,"Quechuan,Quechua II,Northern,Kichwa"
San Martín Quechua,qvs,"Quechua,Quechua II,Northern,Lowland Peruvian,Lamas Quechua"
Huaylla Wanca Quechua,qvw,"Quechua,Central,(Quechua I),Wanka Quechua"
Huaylas Ancash Quechua,qwh,"Quechua,Central,(Quechua I),Ancash Quechua,languages,Huaylas Quechua"
Napo Lowland Quechua,qvo,"Quechuan,Quechua II,Northern,Kichwa"
Northern Conchucos Ancash Quechua,qxn,"Quechua,Quechua I,Central,Ancash Quechua"
Panao Huánuco Quechua,qxh,"Quechua,Central,(Quechua I),Alto Pativilca–Alto Marañón–Alto Huallaga Quechua"
Southern Conchucos Ancash Quechua,qxo,"Quechua,Quechua I,Central,Ancash Quechua"
Nyaturu,rim,"Niger–Congo,?,Atlantic–Congo,Volta-Congo,Benue–Congo,Bantoid,Southern Bantoid,Bantu,Nyaturu-Nilamba-Isanzu,Turu"
Vlax Romani,rmy,"Indo-European,Indo-Iranian,Indo-Aryan,Western Zone,Romani,Vlax Romani"
Cañar Highland Quichua,qxr,"Quechuan,Quechua II,Northern,Kichwa"
Ramoaaina,rai,"Austronesian,Malayo-Polynesian,Oceanic,Western,Meso-Melanesian,(St George linkage),Kandas–Ramoaaina,Ramoaaina"
Rikbaktsa,rkb,"Macro-Gê,Rikbaktsá"
Sinte Romani,rmo,"Indo-European,Indo-Iranian,Indo-Aryan,Western Zone,Romani,Northwestern Romani,Sinte Romani"
Kriol,rop,"English Creole,Pacific,Australian Kriol"
Luguru,ruf,"Niger–Congo,?,Atlantic–Congo,Benue–Congo,Bantoid,Bantu,Northeast Bantu,Northeast Coast Bantu,Ruvu (G30+G10),Luguru"
Rotokas,roo,"North Bougainville,Rotokas–Eivo,Rotokas"
Waima,rro,"Austronesian,Malayo-Polynesian,Oceanic,Western Oceanic,Papuan Tip,Central Papuan Tip,West Central,Nuclear West Central,Waima"
Romanian,ron,"Indo-European,Italic,Romance,Eastern Romance,Balkan Romance,Romanian"
Buglere,sab,"Chibchan,Guaymi,Buglere"
Rundi,run,"Niger–Congo,?,Atlantic–Congo,Volta-Congo,Benue–Congo,Bantoid,Southern Bantoid,Bantu,Northeast Bantu,Great Lakes Bantu,Rwanda-Rundi,(D62),Rundi"
Russian,rus,"Indo-European,Balto-Slavic,Slavic,East Slavic,Russian"
Southern Samo,sbd,"Niger–Congo,Mande,Eastern Mande,Bissa–Busa,Samo–Busa,Samo"
Sango,sag,"Creole,Ngbandi,-based,creole,Sango"
Sasak,sas,"Austronesian,Malayo-Polynesian,Malayo-Sumbawan,(?),Bali–Sasak,Sasak"
Ngambay,sba,"Nilo-Saharan,?,Central Sudanic,Bongo–Bagirmi,Sara languages,West,Ngambay"
Yakut,sah,"Turkic,Common Turkic,Siberian Turkic,Northern Siberian,Yakut"
Rawa,rwo,"Trans–New Guinea,Finisterre–Huon,Finisterre,Gusap–Mot,Rawa"
Saliba,sbe,"Austronesian,Malayo-Polynesian,Oceanic,Western,Papuan Tip,Nuclear,Suauic,Saliba"
Botolan Sambal,sbl,"Austronesian,Malayo-Polynesian,Philippine,Central Luzon,Sambalic,Botolan"
Sebat Bet Gurage,sgw,"Afro-Asiatic,Semitic,West Semitic,South Semitic,Ethiopic,South Ethiopic,Outer South Ethiopic,West Gurage,Sebat Bet Gurage"
Secoya,sey,"Tucanoan,Western,Napo,Siona–Secoya,Secoya"
Toraja-Sa'dan,sda,"Austronesian,Malayo-Polynesian,South Sulawesi,Northern,Toraja,Toraja-Saʼdan"
Sena,seh,"Niger–Congo,?,Atlantic–Congo,Benue–Congo,Southern Bantoid,Bantu,Nyasa,Sena (N40) ?,Sena"
Sursurunga,sgz,"Austronesian,Malayo-Polynesian,Oceanic,Western,Meso-Melanesian,(St George linkage),Sursurunga"
Mag-antsi Ayta,sgb,"Austronesian,Malayo-Polynesian,Philippine,Central Luzon,Sambalic,Antsi"
Tachelhit,shi,"Afro-Asiatic,Berber,Northern,Shilha"
Chadian Arabic,shu,"Afro-Asiatic,Semitic,Central Semitic,Arabic,Egypto-Sudanic Arabic,Chadian Arabic"
Shipibo-Conibo,shp,"Panoan,Mainline Panoan,Nawa,Chama,Shipibo-Conibo"
Shilluk,shk,"Nilo-Saharan,?,Eastern Sudanic,Nilotic,Western Nilotic,Luo,-,Burun,Luo,Northern Luo,Shilluk (Chollo)"
Tumulung Sisaala,sil,"Niger–Congo,?,Atlantic–Congo,Gur,Southern,Gurunsi,Western,Sisaala"
Paasaal,sig,"Niger–Congo,?,Atlantic–Congo,Gur,Southern,Gurunsi,Western,Sisaala,Paasaal"
Mende (Papua New Guinea),sim,"Sepik,Middle Sepik,Nukuma,Seim"
Sinhala,sin,"Indo-European,Indo-Iranian,Indo-Aryan,Southern Zone,Insular Indic,Sinhala"
Epena,sja,"Chocoan,Emberá,Southern,Eperara"
Sissala,sld,"Niger–Congo,?,Atlantic–Congo,Gur,Southern,Gurunsi,Western,Sisaala"
Slovak,slk,"Indo-European,Balto-Slavic,Slavic,West Slavic,Czech–Slovak,Slovak"
Bolinao,smk,"Austronesian,Malayo-Polynesian,Philippine,Central Luzon,Sambalic,Bolinao"
Shona,sna,"Niger–Congo,?,Atlantic–Congo,Volta-Congo,Benue–Congo,Bantoid,Southern Bantoid,Bantu,Shona languages,(S.10),Shona"
Slovenian,slv,"Indo-European,Balto-Slavic,Slavic,South Slavic,Western South Slavic,Slovene"
Northern Sami,sme,"Uralic,Sami,Western,Northern Sami"
Central Sama,sml,"Austronesian,Malayo-Polynesian,Sama–Bajaw,Sama"
Samoan,smo,"Austronesian,Malayo-Polynesian,Oceanic,Polynesian,Samoic,Samoan–Tokelauan,Samoan"
Siane,snp,"Trans–New Guinea,Kainantu–Goroka,Goroka,Siane"
Salt-Yui,sll,"Trans–New Guinea,Chimbu–Wahgi,Chimbu,Salt"
Siona,snn,"Tucanoan,Western,Napo,Siona–Secoya,Siona"
Sinaugoro,snc,"Austronesian,Malayo-Polynesian,Oceanic,Western Oceanic,Papuan Tip,Central,Sinagoro–Keapara,Sinaugoro"
Sindhi,snd,"Indo-European,Indo-Iranian,Indo-Aryan,Northwestern,Sindhi languages,Sindhi"
Spanish,spa,"Indo-European,Italic,Romance,Western Romance,Ibero-Romance,West Iberian,(in one taxonomy:,Castilian languages,),[2],Spanish"
Somali,som,"Afro-Asiatic,Cushitic,Lowland East Cushitic,Somali languages,Somali"
Miyobe,soy,"Niger–Congo,?,Atlantic–Congo,?,Gur,Yobe"
Kanasi,soq,"Trans–New Guinea,Dagan,Kanasi–Ginuman?,Kanasi"
Selepet,spl,"Trans–New Guinea,Finisterre–Huon,Huon,Western Huon,Selepet"
Selee,snw,"Niger–Congo,?,Atlantic–Congo,Kwa,Na-Togo,Lelemi,Santrokofi"
Southern Sotho,sot,"Niger–Congo,?,Atlantic–Congo,Volta-Congo,Benue–Congo,Bantoid,Southern Bantoid,Bantu,Southern Bantu,Sotho–Tswana,Sotho"
Supyire Senoufo,spp,"Niger–Congo,?,Atlantic–Congo,Senufo,Suppire–Mamara,Supyire"
Sabaot,spy,"Nilo-Saharan,?,Eastern Sudanic,Nilotic,Southern Nilotic,Kalenjin,Elgon,Sabaot"
Saposa,sps,"Austronesian,Malayo-Polynesian,Oceanic,Western,Meso-Melanesian,Northwest Solomonic,Nehan–Bougainville,Saposa–Tinputz,Saposa"
Saniyo-Hiyewe,sny,"Sepik,Sepik Hill,Sanio"
Saramaccan,srm,"English,–,Portuguese Creole,Saramaccan"
Sranan Tongo,srn,"English Creole,Atlantic,Suriname,Sranan Tongo"
Albanian,sqi,"Indo-European,Paleo-Balkan,Albanian"
Sirionó,srq,"Tupian,Tupí–Guaraní,Guarayu,Sirionó"
Serbian,srp,"Indo-European,Balto-Slavic,Slavic,South Slavic,Serbo-Croatian,Serbian"
Siriano,sri,"Tucanoan,Eastern,Central,Desano–Siriano,Siriano"
Samberigi,ssx,"Engan,South,Samberigi"
Owa,stn,"Austronesian,Malayo-Polynesian,Oceanic,Southeast Solomonic,Owa"
Swati,ssw,"Niger–Congo,?,Atlantic–Congo,Volta-Congo,Benue–Congo,Bantoid,Southern Bantoid,Bantu,Southern Bantu,Nguni,Tekela,Swazi"
Seimat,ssg,"Austronesian,Malayo-Polynesian,Oceanic,Admiralty Islands,Western Admiralty Islands,Seimat"
Sulka,sua,Language isolate
Southeastern Tepehuan,stp,"Uto-Aztecan,Southern Uto-Aztecan,Tepiman,Tepehuán"
Suena,sue,"Trans–New Guinea,Binanderean,Suena"
,sum,"Misumalpan,Sumalpan,Sumo"
Siroi,ssd,"Trans–New Guinea,Madang,Rai Coast,Kabenau,Siroi"
Susu,sus,"Niger–Congo,?,Mande,Western Mande,Central,Soso–Yalunka,Susu"
Sukuma,suk,"Niger–Congo,?,Atlantic–Congo,Volta-Congo,Benue–Congo,Bantoid,Southern Bantoid,Bantu,Northeast Bantu,Sukuma-Nyamwezi,Nyamwezic,Sukuma"
Mwaghavul,sur,"Afro-Asiatic,Chadic,West Chadic,Bole–Angas,Angas,(A.3),Mwaghavul"
Swabian,swg,"Indo-European,Germanic,West Germanic,Elbe Germanic,High German,Alemannic German,[1],Swabian"
Sundanese,sun,"Austronesian,Malayo-Polynesian,disputed:,Malayo-Sumbawan,or,Greater North Borneo,Sundanese"
Malawi Sena,swk,"Niger–Congo,?,Atlantic–Congo,Benue–Congo,Southern Bantoid,Bantu,Nyasa,Sena (N40) ?,Sena"
Swahili (individual language),swh,"Niger–Congo,?,Atlantic–Congo,Volta-Congo,Benue–Congo,Bantoid,Southern Bantoid,Bantu,Northeast Bantu,Northeast Coast Bantu,Sabaki,Swahili"
Swedish,swe,"Indo-European,Germanic,North Germanic,East Scandinavian,Swedish"
Suba,sxb,"Niger–Congo,?,Atlantic–Congo,Volta-Congo,Benue–Congo,Bantoid,Bantu,Northeast Bantu,Great Lakes Bantu,East Nyanza,Nyanza Mara,Suba"
Ngalum,szb,"Trans–New Guinea,Central & South New Guinea,?,Ok,Ngalum languages,Ngalum"
Sangir,sxn,"Austronesian,Malayo-Polynesian,Philippine,Sangiric,North,Sangirese"
Lowland Tarahumara,tac,"Uto-Aztecan,Southern Uto-Aztecan,Tarahumaran languages,Tarahumara"
Tabassaran,tab,"Northeast Caucasian,Lezgic,Samur,Eastern Samur,Lezgi–Aghul–Tabasaran,Tabasaran"
Suau,swp,"Austronesian,Malayo-Polynesian,Oceanic,Western,Papuan Tip,Nuclear,Suauic,Suau"
Eastern Tamang,taj,"Sino-Tibetan,Tamangic,Tamang"
Classical Syriac,syc,"Afro-Asiatic,Semitic,West Semitic,Central Semitic,Northwest Semitic,Aramaic,Eastern Aramaic,Syriac"
Tatuyo,tav,"Tucanoan,Eastern,Central,Tatuyo–Carapano,Tatuyo"
Central Tarahumara,tar,"Uto-Aztecan,Southern Uto-Aztecan,Tarahumaran languages,Tarahumara"
Tai,taw,"Trans–New Guinea,Madang,Rai Coast–Kalam,Kalam,Tai"
Tamasheq,taq,"Afro-Asiatic,Berber,Tuareg,Southern,Tamashek"
Tamil,tam,"Dravidian,Southern,Tamil–Kannada,Tamil–Kodagu,Tamil–Malayalam,Tamil languages,Tamil"
North Tairora,tbg,"Trans–New Guinea,Kainantu–Goroka,Kainantu,Tairoric,Tairoa"
Takia,tbc,"Austronesian,Malayo-Polynesian,Oceanic,Western Oceanic,North New Guinea,?,Ngero–Vitiaz,Bel,Nuclear Bel,Northern,Takia"
Tatar,tat,"Turkic,Common Turkic,Kipchak,Kipchak–Bulgar,Tatar"
Tabaru,tby,"West Papuan,North Halmahera,Galela–Tobelo,Tabaru"
Tboli,tbl,"Austronesian,Malayo-Polynesian,Philippine,South Mindanao,Tboli"
Ticuna,tca,"Tïcuna–Yuri,Tïcuna"
Ditammari,tbz,"Niger–Congo,?,Atlantic–Congo,Gur,Northern,Oti–Volta,Eastern (Somba),Tammari"
Tawala,tbo,"Austronesian,Malayo-Polynesian,Oceanic,Western Oceanic,Papuan Tip,Nuclear Papuan Tip,North Mainland – D'Entrecasteaux,Taupota,Tawala"
Datooga,tcc,"Nilo-Saharan,?,Eastern Sudanic,Nilotic,Southern Nilotic,Omotik,-Datooga,Datooga"
Torres Strait Creole,tcs,"English Creole,Pacific,Torres Strait Creole"
Thado Chin,tcz,"Sino-Tibetan,Kuki-Chin-Mizo languages,Northern Kuki-Chin-Mizo languages,Thadou or Thadou-Kuki"
Tereno,ter,"Arawakan,Southern,Bolivia–Parana,Terêna"
Timne,tem,"Niger–Congo,?,Atlantic–Congo,Mel,Temne–Baga,Temne"
Teribe,tfr,"Chibchan,Talamanca,Teribe"
Tetun Dili,tdt,"Austronesian,Malayo-Polynesian,Central–Eastern,Timoric,Tetumic,Tetun Dili,Austronesian,Malayo-Polynesian,Central–Eastern,Timor–Babar,Tetumic,Tétum (Portuguese), Tetun (Lian Tetun)"
Thai,tha,"Kra–Dai,Tai,Southwestern Tai,Chiang Saen,Thai"
Tajik,tgk,"Indo-European,Indo-Iranian,Iranian,Western Iranian,Southwestern Iranian,Persian,Tajik"
Teso,teo,"Nilo-Saharan,?,Eastern Sudanic,Nilotic,Eastern Nilotic,Ateker,-,Lotuko,–,Maa,Ateker,Ateso"
Huehuetla Tepehua,tee,"Totonacan,Tepehua,Huehuetla Tepehua"
Telugu,tel,"Dravidian,South-Central,Proto-Telugu,Telugu"
Tangoa,tgp,"Austronesian,Malayo-Polynesian,Oceanic,Southern Oceanic,Northern Vanuatu,Northeast Vanuatu – Banks Islands,Nuclear Santo,South Santo,Tangoa"
Timbe,tim,"Trans–New Guinea,Finisterre–Huon,Huon,Western Huon,Timbe"
Tikar,tik,"Niger–Congo,?,Atlantic–Congo,Volta-Congo,Benue–Congo,Bantoid,Northern Bantoid,Tikar"
Tharaka,thk,"Niger–Congo,?,Atlantic–Congo,Volta-Congo,Benue–Congo,Bantoid,Southern Bantoid,Bantu,Northeast Bantu,Thagiicu,North Thagiicu,Meru,Niger–Congo,?,Chuka dialect,Niger–Congo,?,Muthambi dialect,Niger–Congo,?,Mwimbi dialect,Niger–Congo,?,Tigania dialect,Niger–Congo,?,Igembe dialect,Niger–Congo,?,Tharaka dialect"
Upper Necaxa Totonac,tku,"Totozoquean,?,Totonacan,Totonac,Central,Northern,Upper Necaxa Totonac"
Timugon Murut,tih,"Austronesian,Malayo-Polynesian,North Bornean,Southwest Sabahan,Murutic,Northern,Timugon Murut"
Tobelo,tlb,"West Papuan,North Halmahera,Galela–Tobelo,Tobelo"
Tigrinya,tir,"Afro-Asiatic,Semitic,West Semitic,South Semitic,Ethiopic,North Ethiopic,Tigrinya"
Klingon,tlh,
Tagalog,tgl,"Austronesian,Malayo-Polynesian,Philippine,Central Philippine,Tagalog"
Tacana,tna,"Tacanan,Araona–Tacanan,Cavinena–Tacana,Tacana Proper,Tacana"
Telefol,tlf,"Trans–New Guinea,Central & South New Guinea,?,Ok,Mountain,Telefol"
North Tanna,tnn,"Austronesian,Malayo-Polynesian,Oceanic,Southern Oceanic,South Vanuatu,Tanna,North Tanna"
Coyutla Totonac,toc,"Totozoquean,?,Totonacan,Totonac,Central,Lowland–Sierra,Sierra Totonac"
Toba,tob,"Guaicuruan,Southern,Toba"
Gitonga,toh,"Niger–Congo,?,Atlantic–Congo,Benue–Congo,Bantoid,Bantu,Southern Bantu,Tonga"
Papantla Totonac,top,"Totonacan,Totonac,Central,Lowland–Sierra,Papantla Totonac"
Xicotepec De Juárez Totonac,too,"Totozoquean,?,Totonacan,Totonac,Central,Northern,Apapantilla Totonac"
Tojolabal,toj,"Mayan,Qʼanjobalan–Chujean,Chujean,Tojolabal"
Highland Totonac,tos,"Totozoquean,?,Totonacan,Totonac,Central,Lowland–Sierra,Sierra Totonac"
Tlachichilco Tepehua,tpt,"Totonacan,Tepehua,Tlachichilco Tepehua"
Taupota,tpa,"Austronesian,Malayo-Polynesian,Oceanic,Western Oceanic,Papuan Tip,Nuclear Papuan Tip,North Mainland – D'Entrecasteaux,Taupota languages,Taupota"
Tembé,tqb,"Tupian,Tupí–Guaraní,Tenetehara branch,Tenetehára"
Tampulma,tpm,"Niger–Congo,?,Atlantic–Congo,Gur,Southern,Gurunsi,Western,Tampulma"
Trinitario,trn,"Arawakan,Southern,Bolivia–Parana,Moxos languages,Moxo"
Tswana,tsn,"Niger–Congo,?,Atlantic–Congo,Volta-Congo,Benue–Congo,Bantoid,Southern Bantoid,Bantu,Southern Bantu,Sotho–Tswana,Tswana"
Tinputz,tpz,"Austronesian,Malayo-Polynesian,Oceanic,Western,Meso-Melanesian,Northwest Solomonic,Nehan–Bougainville,Saposa–Tinputz,Tinputz"
San Martín Itunyoso Triqui,trq,
Copala Triqui,trc,"Oto-Manguean,Mixtecan,Trique,Copala"
Tsonga,tso,"Niger–Congo,?,Atlantic–Congo,Volta-Congo,Benue–Congo,Bantoid,Southern Bantoid,Bantu,Southern Bantu,Tswa–Ronga,Tsonga"
Pisaflores Tepehua,tpp,"Totonacan,Tepehua,Pisaflores Tepehua"
Tok Pisin,tpi,"English Creole,Pacific,Melanesian Pidgin,Tok Pisin"
Purepecha,tsz,"Language isolate,or an independent,language family"
Bwanabwana,tte,"Austronesian,Malayo-Polynesian,Oceanic,Western,Papuan Tip,Nuclear,Suauic,Bwanabwana"
Tektiteko,ttc,"Mayan,Quichean–Mamean,Greater Mamean,Mamean,Tektitek"
Tawallammat Tamajaq,ttq,"Afro-Asiatic,Berber,Tuareg,Tawellemmet tamajeq"
Mutu,tuc,"Austronesian,Malayo-Polynesian,Oceanic,Western Oceanic,Ngero–Vitiaz,Ngero,Tuam languages,Mutu"
Central Tunebo,tuf,"Chibchan,Chibcha–Motilon,Chibcha–Tunebo,Uwa"
Tumbuka,tum,"Niger–Congo,?,Atlantic–Congo,Volta-Congo,Benue–Congo,Bantoid,Southern Bantoid,Bantu,(,Zone N,),Nyasa,Tumbuka"
Tuyuca,tue,"Tucanoan,Eastern,Central,Bara,Tuyuca"
Turkmen,tuk,"Turkic,Common Turkic,Oghuz,Eastern Oghuz,Turkmen"
Tucano,tuo,"Tucanoan,Eastern,North,Tucano"
Turkish,tur,"Turkic,Common Turkic,Oghuz,Western Oghuz,Turkish"
Tupuri,tui,"Niger–Congo,?,Atlantic–Congo,Mbum–Day,Mbum,Northern Mbum,Tupuri–Mambai,Tupuri"
Twi,twi,"Niger–Congo,?,Atlantic–Congo,Kwa,Potou–Tano,Tano,Central Tano,Akan,Twi"
Tz'utujil,tzj,"Mayan,Quichean–Mamean,Greater Quichean,Quichean,Tzutujil"
Kayapó,txu,"Macro-Jê,Jê,Cerrado,Jê of Goyaz,Northern Jê,Trans-Tocantins,Trans-Araguaia,Mẽbêngôkre (Kayapó)"
Umbu-Ungu,ubu,"Trans–New Guinea,Chimbu–Wahgi,Hagen,Kaugel"
Termanu,twu,"Austronesian,Malayo-Polynesian,Central–Eastern,Timoric,West Timor,Rote,Termanu"
Tzeltal,tzh,"Mayan,Cholan–Tzeltalan,Tzeltalan,Tzeltal"
Tzotzil,tzo,"Mayan,Cholan–Tzeltalan,Tzeltalan,Tzotzil"
Ubir,ubr,"Austronesian,Malayo-Polynesian,Oceanic,Western,Papuan Tip,Kilivila –,Nuclear Papuan Tip,Are–Taupota,Are,Ubir"
Uduk,udu,"Nilo-Saharan,?,Komuz,Koman,Uduk"
Tuvinian,tyv,"Turkic,Common Turkic,Siberian Turkic,South Siberian,Sayan Turkic,Tuvan"
Urdu,urd,"Indo-European,Indo-Iranian,Indo-Aryan,Central Zone,Western Hindi,Hindustani,[3],Urdu"
Uighur,uig,"Turkic,Common Turkic,Karluk,Uyghur"
Uripiv-Wala-Rano-Atchin,upv,"Austronesian,Malayo-Polynesian,Oceanic,Southern Oceanic,Central Vanuatu,Malakula,Eastern,Northeast Malakula"
Urarina,ura,"Macro-Jibaro,?,Urarina"
Urubú-Kaapor,urb,"Tupian,Tupi–Guaraní,Wayampí,Kaapor"
Ukrainian,ukr,"Indo-European,Balto-Slavic,Slavic,East Slavic,Ukrainian"
Usarufa,usa,"Trans–New Guinea,Kainantu–Goroka,Kainantu,Gauwa,Usarufa"
Vagla,vag,"Niger–Congo,?,Atlantic–Congo,Gur,Southern,Gurunsi,Western,Vagla"
Urak Lawoi',urk,"Austronesian,Malayo-Polynesian,(disputed),Malayic,Urak Lawoi’"
Venda,ven,"Niger–Congo,?,Atlantic–Congo,Volta-Congo,Benue–Congo,Bantoid,Southern Bantoid,Bantu,Southern Bantu,Venda"
Lote,uvl,"Austronesian,Malayo-Polynesian,Oceanic,Western Oceanic,Ngero–Vitiaz,Mengen,Lote"
Vunjo,vun,"Niger–Congo,?,Atlantic–Congo,Volta-Congo,Benue–Congo,Bantoid,Southern Bantoid,Bantu,Northeast Bantu,Chaga–Taita,Chaga,Central Kilimanjaro"
Uzbek,uzb,"Turkic,Common Turkic,Karluk,[3],Uzbek"
Iduna,viv,"Austronesian,Malayo-Polynesian,Oceanic,Western Oceanic,Papuan Tip,Nuclear Papuan Tip,North Papuan Mainland – D'Entrecasteaux,Bwaidoga,Iduna"
Vietnamese,vie,"Austroasiatic,Vietic,Viet–Muong,Vietnamese"
Vute,vut,"Niger–Congo,?,Atlantic–Congo,Benue–Congo,Mambiloid,Mambila–Konja,Mambila–Vute,Tep–Vute,Vute languages,Vute"
Ayautla Mazatec,vmy,"Oto-Manguean,Popolocan,Mazatecan,Highland,Western,Ayautla Mazatec"
Uspanteco,usp,"Mayan,Quichean–Mamean,Greater Quichean,Uspantek"
Wapishana,wap,"Arawakan,Northern,Wapishanan (,Rio Branco,),Wapixana"
Wolaytta,wal,"Afro-Asiatic,Omotic,North Omotic,Ometo,North,Wolaita Language"
Yanomámi,wca,"Yanomam,Waiká"
Wayana,way,"Cariban,Guianan Carib,Wayana–Apalaí (?),Wayana"
Wa,wbm,"Austroasiatic,Khasi–Palaungic,Palaungic,Waic,Wa"
Warlpiri,wbp,"Pama–Nyungan,Ngumpin–Yapa,Ngarrkic,Warlpiri"
Waffa,waj,"Trans–New Guinea,Kainantu–Goroka,Kainantu,Tairora,Waffa"
Waray (Philippines),war,"Austronesian,Malayo-Polynesian,Philippine,Central Philippine,Bisayan,Central Bisayan,Waray"
Weri,wer,"Trans-New Guinea,Goilalan,Kunimaipa,Kunimaipa"
Wahau Kenyah,whk,"Austronesian,Malayo-Polynesian,North Bornean,North Sarawakan,Kenyah,Wahau Kenyah"
